"category";"name";"path";"url"
"Kids";"Child in Frog Raincoat";"Kids/full/348fcebf9726383b0d70799d9862582425b8a7d5.jpg";"https://assets.lummi.ai/assets/QmYEf3ENHMCQVY4NoJ28nZVZmNKi5qCPNUyQYXWcJ67Ket?auto=format&w=1500"
"Kids";"Young Girl Painting Solar System Models";"Kids/full/bc56c9e5d7250e7db0893919f7637e395c626e63.jpg";"https://assets.lummi.ai/assets/QmTPkNzRYrNcurEbxRj186ZtkGUYf8k95hxuAnP7WVL9NP?auto=format&w=1500"
"Kids";"Close-Up Portrait of a Red-Haired Girl";"Kids/full/d489fe1f8d53366281fb267f11ef9e735e67abe5.jpg";"https://assets.lummi.ai/assets/Qmf8uUsGC1Ty7DUSoUXr1qVVSZxBdSqBUwcbvvefVPzv11?auto=format&w=1500"
"Kids";"Child in Red Raincoat";"Kids/full/92a60c9ae60d5bd07d832cd2fee248e934be6f59.jpg";"https://assets.lummi.ai/assets/QmWH5qaWMdexPjybRXhZGqnxVNRkpkopTUtC1mpkoXjM4T?auto=format&w=1500"
"Kids";"Young girl balancing scales";"Kids/full/9c4037d8817b5a446b9a09a96539f97b34e9607d.jpg";"https://assets.lummi.ai/assets/Qmdtzzmz3BX4GGRbdciZ2qmhvwYKE516eSbDUoVY4aeeaj?auto=format&w=1500"
"Kids";"Autumn Laughter of Youth";"Kids/full/7073440bc5ae1f2b507d742a099cb50d8cd3a820.jpg";"https://assets.lummi.ai/assets/QmaMbjcQFe5fLUDx4mqQYc9QgCCKYajd3tLu9u5A92kKxr?auto=format&w=1500"
"Kids";"Goji the Stuffed Toy";"Kids/full/d6f2da1dcae4936a5bf5e7f88b48a349e5bff4c9.jpg";"https://assets.lummi.ai/assets/QmaisdVS3TfHt6MiCTFwruyuwctbGbr3ZKCndwogrYw4fQ?auto=format&w=1500"
"Kids";"Children Engaged in Planting Saplings";"Kids/full/7bc9516e66aeb586e4d0328afb663a71fcb174aa.jpg";"https://assets.lummi.ai/assets/QmeDdMh8bFvgs263wWcZPBgHgo81BVWsBqDhuS6tTwXcWn?auto=format&w=1500"
"Kids";"Child Reading Next to Oversized Books";"Kids/full/d0447c02073d0f7ad74499fc26b7f9f0cad7bbe4.jpg";"https://assets.lummi.ai/assets/QmYTucJffPZ3mGGWWZDWqtqW288ocs2aguV5j1DKNRLLv5?auto=format&w=1500"
"Kids";"Thoughtful Boy in Kindergarten";"Kids/full/0f045beeca6f9fe8b76363115296dbe152853d18.jpg";"https://assets.lummi.ai/assets/QmfKtLdVwTTtnDVLyKgoimFdTiziFUccb4WyEZTikQpJ2L?auto=format&w=1500"
"Kids";"Children's Synthesizer with Red Panda Design";"Kids/full/483f3542278cc4d451103d2722e688e7741d7d3e.jpg";"https://assets.lummi.ai/assets/QmX38GL77DN3jcYumYkP1TKGaX2AKp6zTrNqMwqXeyxHaD?auto=format&w=1500"
"Kids";"Cheerful Children Team Illustration";"Kids/full/66524a0061db5989e50f0a88e2aad5b043e955ee.jpg";"https://assets.lummi.ai/assets/QmZSxXApQZsN3SHxfkXMnASJrRhH3CT63gJddVMYUXFsW7?auto=format&w=1500"
"Kids";"Joyful Moments in Diversity";"Kids/full/9732b920e6bb7b0fddc85998d664324eb1081e9f.jpg";"https://assets.lummi.ai/assets/QmbWV4tKcVpfnLhhzmbPmQjDjEDkA963Vmta734iMNqLp9?auto=format&w=1500"
"Kids";"Boisterous Friends on a Joyful Day Out";"Kids/full/863505c36a2b87f41cf4c18522fb94f84d92412c.jpg";"https://assets.lummi.ai/assets/QmX2DgUhSeHFjz7LyrJM5XHLgsn6Aj4RySxoThvNCoVYzY?auto=format&w=1500"
"Kids";"Children Playing with Building Blocks";"Kids/full/470bb9cfa6a37dd9a9416d9990cacc2c54f7967e.jpg";"https://assets.lummi.ai/assets/QmTbvZP9qGvn4MAjtVYhyw4XddDDxiCCbci3DK34F1P2aA?auto=format&w=1500"
"Kids";"Joyful Holiday Celebration";"Kids/full/116bd6879940533a2e5a25d7a7bae381e4cd928c.jpg";"https://assets.lummi.ai/assets/QmR4ja3zqB6Wb2YzymNFyvf5mJVcP3RbgZVbkCP3juFNrV?auto=format&w=1500"
"Kids";"Playful Ice Hockey Match";"Kids/full/4c6e918037475cdaa783b6ee5f34820765b71b57.jpg";"https://www.lummi.ai/api/pro/image/0a1b2ecd-6272-429e-ae57-1fbae7615bcf?asset=original&cb=1J8KGR&auto=format&w=1500"
"Medical";"Confident Dentist";"Medical/full/408a9b7ce226f5065c64d3f98b1d94cef588a2a6.jpg";"https://assets.lummi.ai/assets/Qme96JHNgZmM3azEBG5x7PUGidiP4xWfcBRX2EJCEnrCFq?auto=format&w=1500"
"Medical";"Animated Young Girl Doctor Character";"Medical/full/5a1d06d7eda171a61c977c0bfeda4f4f84a0f584.jpg";"https://assets.lummi.ai/assets/QmYNSu9JTUnbo8Unwzhqvz8zW9peKYKjEFbZde5yaAoPsU?auto=format&w=1500"
"Medical";"Stylized Cartoon Doctor Illustration";"Medical/full/0caffdbdc7410ff63cfa8fe457387a363f6a719a.jpg";"https://assets.lummi.ai/assets/QmRhGpbVFTDseTkMnJY78gqh9DGq2ChzWJ7kugqeHmrR4d?auto=format&w=1500"
"Medical";"Confident Woman in Lab Coat";"Medical/full/a26c89d12d28c8e29671525109c845c5ce8b9657.jpg";"https://assets.lummi.ai/assets/QmcxBvJfwBdizTJmXx7Y7rYFKz1RRAi2LkGDmHMthnvtCs?auto=format&w=1500"
"Medical";"Cartoon Doctor Illustration";"Medical/full/bcb0697c60d5de2a35c2f18c683c6dc228cf82ce.jpg";"https://assets.lummi.ai/assets/QmSoa9GBVivHE6LdokNogicF3VzVxe5zpzQDxRTYCk12Kg?auto=format&w=1500"
"Medical";"Stylized Illustration of a Young Male Doctor";"Medical/full/02c55bf57e553c68f99680f76c94452124de65cf.jpg";"https://assets.lummi.ai/assets/QmbFNtAP3RkVTmDjg2jnKvADRjqUU3x6Qfw7TMZ9h6RDMn?auto=format&w=1500"
"Medical";"Healthcare Professional Portrait";"Medical/full/1d618ba5cf6fa6192755d290a255604dd70122f2.jpg";"https://assets.lummi.ai/assets/QmPmpXunwHcgNpo6gS6c95m8QUhFqo25SmoPMcja9bANvb?auto=format&w=1500"
"Medical";"Healthcare Professional Portrait";"Medical/full/b87112b1c6e026a45d6262292041d71b7e13a633.jpg";"https://assets.lummi.ai/assets/QmcJ2dhNz8b76BaRHXxum7MVhYc2zTZvQ9qNLqufrbZbAT?auto=format&w=1500"
"Medical";"Hands Holding Pill";"Medical/full/c8f017f393778d779785a4792bc70f3087da1ab4.jpg";"https://assets.lummi.ai/assets/QmZQkYKxKetRw4GJnFFK6MLGFwsmfmLGvXZFtnSs7oi517?auto=format&w=1500"
"Medical";"Confident Medical Professional";"Medical/full/36281434baf4cc1e7304062e9a77836d9e3b623c.jpg";"https://assets.lummi.ai/assets/QmcHdtbv4meeYfdXHbKcqxQQ2X5FkM9XDU6RfkuT2UfpZc?auto=format&w=1500"
"Medical";"Pastel Pink Microscope on Cyan and Pink Background";"Medical/full/ae4be10e0966c5836b0648bcd1858509f2caded4.jpg";"https://assets.lummi.ai/assets/QmUbepQnEs7GYCtpfsEinoWPX4jU6HCuAnRjJzVqtu3rZs?auto=format&w=1500"
"Medical";"Modern Dental Clinic Interior";"Medical/full/95daa4e31a71c82cd7e0d68baf9a5e2d72b31002.jpg";"https://assets.lummi.ai/assets/QmThoUTRRbyp3kUNngdXLCKVswmG5PCVLSjySQr9fiCkjs?auto=format&w=1500"
"Medical";"Contrasting Capsule Pill on Red Background";"Medical/full/67fb22db72e0b2606d2d8646b2a60594f9449329.jpg";"https://assets.lummi.ai/assets/QmeGzQyJ4ER95cehqP5HPNbT6NGxCdJTvJoGjuT2L82L17?auto=format&w=1500"
"Medical";"3D Illustrated Medical Professional";"Medical/full/0fa227356d7aa1de1572eb27914486155c9d9a64.jpg";"https://assets.lummi.ai/assets/QmapES53GYJrjjVE6Qv8HWXjUwrZZUT6vqjN2xLuvWs7n2?auto=format&w=1500"
"Medical";"Floating Virus Particles";"Medical/full/59a7751f097cf80b93a4e812d1f58f7f100334a0.jpg";"https://assets.lummi.ai/assets/QmaRocHzbq2m6fxtW5WoPKTPRAnCWxxWp7832EvdCvkkHF?auto=format&w=1500"
"Medical";"Healthcare Professionals in Discussion";"Medical/full/f64a71f432f4cc5057a73b05aafd36ea05159068.jpg";"https://assets.lummi.ai/assets/QmdaXca4uETwVR9GqR1Tn1xB7NhDvA2eAeb5Bvkrgq3VVD?auto=format&w=1500"
"Medical";"Pastel Syringes";"Medical/full/bbce0a5e40d1096394163b49c7a78e44818dba05.jpg";"https://assets.lummi.ai/assets/QmNV2hdKJZ2LnTDFpjmwAaLuke8HN8j321Yy6876gczArn?auto=format&w=1500"
"Medical";"Confident Medical Professional";"Medical/full/6678637525b2ea6aaa52d0d768e8dfd4b9d2f844.jpg";"https://assets.lummi.ai/assets/QmddhmjxASGHgzCfMeCN3zuRrcNfhqGAXJXGLggvatCEXt?auto=format&w=1500"
"Medical";"Professional Medical Consultation";"Medical/full/a337b55ef7b73f203ee1c504aaa15525f053c12d.jpg";"https://assets.lummi.ai/assets/QmedQWR7kVZs4pFB79icKhWiSQDTs2p38L3M89ZXyLAVFm?auto=format&w=1500"
"Sustainability";"Woman in Safety Gear with Solar Panels";"Sustainability/full/db55f499d713e8240584563b8ca6089bb0aff191.jpg";"https://assets.lummi.ai/assets/QmWbLjnw2gUL9y4hXgdUi5d3szoctvckzkD5sx8N1NcrAr?auto=format&w=1500"
"Sustainability";"Colorful Straws on Wooden Tray";"Sustainability/full/a0c8fc8399148b6777e7023b052ed6b06d692676.jpg";"https://assets.lummi.ai/assets/QmVGuQz9ECF3AQN47ot5ZQ8C4nfbEzDJHk4wZYLCmCCe2j?auto=format&w=1500"
"Sustainability";"Solitary Wind Turbine in Snowy Landscape";"Sustainability/full/99626397076ca32825f471cd77325f31e917dbf3.jpg";"https://assets.lummi.ai/assets/QmeSPnNvjbyM7hQ9FKnJgeG2YewgdvuuPqXwUmY7bP2L57?auto=format&w=1500"
"Sustainability";"Herbal Delight in Glass Jars";"Sustainability/full/f6d2b39cc3c3e52c70f0473a31432b635cf5eb68.jpg";"https://assets.lummi.ai/assets/QmQtnqmeypb68HCZPdw2xZHEC5qjBLNdvinnDiaXSYGk9r?auto=format&w=1500"
"Sustainability";"Twilight Wind Farm Panorama";"Sustainability/full/c15c2d8bc4da92bd946e7ed79a8165d01e577e9c.jpg";"https://assets.lummi.ai/assets/QmdfFanyhQEux6xd3kjh6MhZxW6DhsCxcQY44GF4F5qXY8?auto=format&w=1500"
"Sustainability";"Serene Window Scene with Glass and Straws";"Sustainability/full/eaf695700b1be7a1a83dc85943e88847fd8d65ed.jpg";"https://assets.lummi.ai/assets/QmVrrdHkgkMuXwjRdKzbNoMdgh4sD5ZvjUmGiBfT7dRE9G?auto=format&w=1500"
"Sustainability";"Nature Meets Technology";"Sustainability/full/87879f7b65fb919a7694df48be9298e48669e255.jpg";"https://assets.lummi.ai/assets/QmcWjiot9xwMb7Zy8td5A7iLZeiEdRRQTKep7mB2wEugZn?auto=format&w=1500"
"Sustainability";"Wind Turbine Against Blue Sky";"Sustainability/full/a62e3c4c43c3fcd739d1a6ee6bc6ddcaeddab1a6.jpg";"https://assets.lummi.ai/assets/QmXZmYKr632oYLXxynqPcCw9caHFNX5eif85iV3Hg3aAdU?auto=format&w=1500"
"Sustainability";"Renewable Energy Landscape";"Sustainability/full/f5990c4a93e6c909be6d4d9cc0a9b79cf0b21b81.jpg";"https://assets.lummi.ai/assets/QmTpi22EU5B3tjAU9Hr3XhxKDr7s2uvJ1S8edgwHGUNZPP?auto=format&w=1500"
"Sustainability";"Vertical Hydroponic Garden";"Sustainability/full/a6a3a157e19667d0f79dd9bef42d5e86db4a99c4.jpg";"https://assets.lummi.ai/assets/QmfGx9FBWshcpH2gKfxeQvthew1pVWz8C25mj8sF692Wa4?auto=format&w=1500"
"Sustainability";"Lush Garden with Greenhouse";"Sustainability/full/b73fe5d5c8631262a20275f8df47b42adee07ac5.jpg";"https://assets.lummi.ai/assets/Qmec4gZzZ8N1mAb1gBd41XMmqYBQwjPx1izaikKCqGueVN?auto=format&w=1500"
"Sustainability";"Renewable Energy Solar Farm at Sunrise/Sunset";"Sustainability/full/8f6b8d17fbfef42dcc673b7263d3865bea2b215e.jpg";"https://assets.lummi.ai/assets/QmSC2wNcduZqDj4XXNnYKhk3ZxiGTZGfKzArBbxeFxiQfK?auto=format&w=1500"
"Sustainability";"Serene Bicycle Against Blue Sky";"Sustainability/full/01c09cb177d71e1d74470b1aad993b6e171635b2.jpg";"https://assets.lummi.ai/assets/QmVbXGMxhLmARgRvYYfUhSCjcj1ZDXgbQudWw1ZFDuN2zy?auto=format&w=1500"
"Sustainability";"Sustainable Energy Landscape";"Sustainability/full/de986e27374b378196a8047d1a0f2d9a08b1aa02.jpg";"https://assets.lummi.ai/assets/QmPjq3U8RPxBbPyXK26WYin6C3yWrKiwJph8Gae5qeAisA?auto=format&w=1500"
"Sustainability";"Sunset at the Wind Farm";"Sustainability/full/cb126ecd0c1ed6a0b7b089825224b86957693e24.jpg";"https://assets.lummi.ai/assets/QmRKjAckgM5qHZ3yAQdPo5ZD6ujnfXG5kkeLKMhggy1KQ4?auto=format&w=1500"
"Sustainability";"Refraction of Nature";"Sustainability/full/1011e23f83d7e83b42b1cc5616be90afed1313b9.jpg";"https://assets.lummi.ai/assets/QmbovGF5iqVkGxUKKUKEtxhdF7UWyyb4Fo3hMSh2mSpFm2?auto=format&w=1500"
"Sustainability";"Solar Panels on Terracotta Roof";"Sustainability/full/cf64959b0095d693ed3d1217f7dc7080892acf31.jpg";"https://assets.lummi.ai/assets/QmZQwf2nNw8wcJdu1BpmrFvr4xpYDwvCokqrmrGAh2A2Bo?auto=format&w=1500"
"Sustainability";"Technician Walking in Solar Farm at Sunset";"Sustainability/full/125e1c2502a9db4f422da42066e9cde06587b105.jpg";"https://assets.lummi.ai/assets/QmSFj86ZPTv884pmMhNtzk59pA8Duhs8gm82Ki9C67zYjp?auto=format&w=1500"
"Sustainability";"Unity in Diversity - Hands of Solidarity";"Sustainability/full/4433b32a6ac74d42114b35698bc7210aa5ccb6d9.jpg";"https://assets.lummi.ai/assets/Qmb1dEehAVNYZRmbLixx2tvH5ZeBLLnStv8c9SVBXhLHSY?auto=format&w=1500"
"Furniture";"Colorful Geometric Cushion Chair in Contemporary Room";"Furniture/full/e8e2486b67e7eb1a3957b843f6e54b8909df638a.jpg";"https://assets.lummi.ai/assets/QmUgCXheVYahC2AYwxKi4fcYJxD64KC5BWMTmF4TWdx3Qt?auto=format&w=1500"
"Furniture";"Modern Stylish Chair";"Furniture/full/68b57fce4b507907ed7c16de79c21485ecfc7aea.jpg";"https://assets.lummi.ai/assets/QmRUb7J1eqhnMtCWbZNoAh7q7rHqrjX82kZx7w7qEjwmgm?auto=format&w=1500"
"Furniture";"Modern and Vibrant Living Room Interior";"Furniture/full/f942da7d9703b8a386bd1ab266bca0f58e38a1ba.jpg";"https://assets.lummi.ai/assets/QmRZC3NKBYiXrbp8GJuXFLNfcqVUgPZxLD5AunGKDV7RLb?auto=format&w=1500"
"Furniture";"Modern Minimalist Chair";"Furniture/full/af6c9bbd8433867c24c84e4c3f8618233b02b645.jpg";"https://assets.lummi.ai/assets/QmNzSXaBvDmTGvsgZeS1BbDmZryX2NSN72QMvjBGGoy1kp?auto=format&w=1500"
"Furniture";"Modern Abstract Chair";"Furniture/full/de35f1a3646ada72b3c78bdb164cf544ce000ed0.jpg";"https://assets.lummi.ai/assets/QmRrq9ztySJUhACexXFoSDEeiBgxDaw6qQjLVLwuM2JQLt?auto=format&w=1500"
"Furniture";"Contemporary Warmth: Modern Interior with Vibrant Color Accents and Beige Armchair";"Furniture/full/70de399f7da5aba7ba4b931924c05aaffc345e13.jpg";"https://assets.lummi.ai/assets/QmRVs7CxGUGuVCkTRFtAnc8nQy5LwHYcmTcDio8U8Bek2z?auto=format&w=1500"
"Furniture";"Modern Elegant Chair";"Furniture/full/f26758873ae59105a2fa6801a9598762821999d7.jpg";"https://assets.lummi.ai/assets/QmfKQm9ZvdNvoqRSsJD5S3uts87heJBXubdBzZYgdrDPn2?auto=format&w=1500"
"Furniture";"Artistic Minimalist Acrylic and Wood Chair";"Furniture/full/c9289b58e74335ece730ae16d8e7ab18aa245363.jpg";"https://assets.lummi.ai/assets/QmfMWeTrDwkDiSHkb9D6CmGPr66mtEUTs7cMybuyU9Gbab?auto=format&w=1500"
"Furniture";"Modern Artistic Chair";"Furniture/full/9d4243311ab9bce5d3b9bfe3f4ecba3db4255453.jpg";"https://assets.lummi.ai/assets/QmNTftbmspWgQiAmZ2NNTCeUPxsnBzvaKomLQu9WBuxD4b?auto=format&w=1500"
"Furniture";"Serene Mid-Century Modern Interior";"Furniture/full/e4d28a175773fe5e1dfbfc0a36ccdeaf718ee8d1.jpg";"https://assets.lummi.ai/assets/QmRW4hUvPXjUXDrkDfCNQE8hMimmb4orvWBdQJdKz5j6i8?auto=format&w=1500"
"Furniture";"Modern Chair in Traditional Room";"Furniture/full/f4b867bde89867404697aee800a060cb6d1098b8.jpg";"https://assets.lummi.ai/assets/QmXyCsKD6tLf6UrqngtvgHGBNiYCMKm5wmeQhEVzTPuAEQ?auto=format&w=1500"
"Furniture";"Sculptural Minimalist Chair";"Furniture/full/d2327b69a6ae57731887df43ce247aee8ac3b200.jpg";"https://assets.lummi.ai/assets/QmS4z9oWRvix1Fua16CEaYMjfr9gw5kh3E6yVCdA4TBNuF?auto=format&w=1500"
"Furniture";"Modern Armchair";"Furniture/full/6db559981844fdfc753cdb530a830977b2b4878d.jpg";"https://assets.lummi.ai/assets/QmPuLF7hjjxEhAKgia2a2UQBNtpfTLyf2MxMTubCoCK6JP?auto=format&w=1500"
"Furniture";"Tranquil Room with Elegant Chair";"Furniture/full/babc95ef79783dcb487d340839bccee7ae1daf7a.jpg";"https://assets.lummi.ai/assets/QmS88sPS39m8L12Znh274CtNpRD4qbvrTafd9Uyd719An9?auto=format&w=1500"
"Furniture";"Modern Stylish Chair";"Furniture/full/4d1a022382589b4a68babcf89543121dde9d75f1.jpg";"https://assets.lummi.ai/assets/QmP8yYz9R8kE7BnT8owqn68WGiBdTkwUdPf5XdeWX2m7LE?auto=format&w=1500"
"Furniture";"Modern Artistic Furniture";"Furniture/full/dbc656cd8af48a4a9537ac9a57ea22d793f368cf.jpg";"https://assets.lummi.ai/assets/Qmf88ecGmfJpuZAEMzJA82ZpQosykANtLxuyUdrsYoEVi3?auto=format&w=1500"
"Furniture";"Modern Minimalist Chair";"Furniture/full/3719c4bcc20a383578551fb98c565ddad3ccddf5.jpg";"https://assets.lummi.ai/assets/QmWJDs2cjyk8C9GkrDiAwu8MKkWe7tZdMYPGxdw9dYK2qX?auto=format&w=1500"
"Furniture";"Modern Minimalist Chair";"Furniture/full/8bb978692c29a1aa3e028e8e73fa9081c6587146.jpg";"https://assets.lummi.ai/assets/QmRyNmLbB28Eh1Q57gsYpz7XPVerkwLECsSkofYH5aRhUx?auto=format&w=1500"
"Furniture";"Modern Minimalist Office";"Furniture/full/981b03df48a5181829eaf3524a8cb9dbc67c6d04.jpg";"https://assets.lummi.ai/assets/QmRGw7fhBambbNXp1G1V1H9GZuW3uqUR9TP6JRFuqkZjrM?auto=format&w=1500"
"Thanksgiving";"Autumnal Waterside Feast";"Thanksgiving/full/75ce2f538a093bba42bda5c116aa198d6e09e960.jpg";"https://assets.lummi.ai/assets/QmbwBsBEcYH24jhQYEZM5QaZ4XnfVspqEGRHcH9xT7ZDWz?auto=format&w=1500"
"Thanksgiving";"Autumn Harvest Display";"Thanksgiving/full/b89610778aa027268a89223a2128c274c999154c.jpg";"https://assets.lummi.ai/assets/QmQcLevC48TyXuuKD86axsqkH3qJkG1pHpCvewLHjxpGYB?auto=format&w=1500"
"Thanksgiving";"Turkey Wellington with Cranberry Sauce";"Thanksgiving/full/de2d3078bdf601fa0d5b57941c3df6a6bdb26a30.jpg";"https://assets.lummi.ai/assets/QmWBNiuvsADmSgd6sRCduF7rSm4dyWWdmaCGnAJjbDPmKf?auto=format&w=1500"
"Thanksgiving";"Festive Thanksgiving Feast on Dark Wood";"Thanksgiving/full/83275c75e4547d56e01cb0fd9df8dc49d46e359b.jpg";"https://assets.lummi.ai/assets/QmWojXqckfPUKYfv1p8yaZ1cL3NHNZFEcAVXqzW87rS79j?auto=format&w=1500"
"Thanksgiving";"Rustic Fruit Lattice Pie with Apples";"Thanksgiving/full/49a3d7ed961e0ccebc9824a39a05670752c88c56.jpg";"https://assets.lummi.ai/assets/QmS46rVeraBeCkLDfdDZtjjnsaqao5p7iqLnqeVSpRDoC5?auto=format&w=1500"
"Thanksgiving";"The Attentive Chef with Roast Turkey";"Thanksgiving/full/3925c4614118b46a79557dd58348c06b45306cea.jpg";"https://assets.lummi.ai/assets/QmZ4mBnBU86dphtc28RdpeozpxkhJw9DUR2RvHjeb3RPDa?auto=format&w=1500"
"Thanksgiving";"Thanksgiving Dessert Feast";"Thanksgiving/full/58358dd8b5f55e8513353032ac1e0d72813fcbbc.jpg";"https://assets.lummi.ai/assets/QmRg3wsTWw1WonGHdb45AayczaPnoGcLsh9UXXpXPmF6AZ?auto=format&w=1500"
"Thanksgiving";"Rustic Culinary Preparation Still Life";"Thanksgiving/full/7dc95b2c6016f32c18ce80a529f8932fd67e167b.jpg";"https://assets.lummi.ai/assets/QmSPDn7PusnoZyhj7BhFb5V4Sx4Gr2pnTdXxRVKdXJYRb1?auto=format&w=1500"
"Thanksgiving";"Autumnal Elegance: A Festive Harvest Dinner Tableau";"Thanksgiving/full/171bd51cb470d47fea3105e13dcddad5b6975575.jpg";"https://assets.lummi.ai/assets/QmTekBWKBrTPWVYbAzUPE1EHT4d9K4FHbEAdGvqHumBUQ9?auto=format&w=1500"
"Thanksgiving";"Autumn Harvest Elegance";"Thanksgiving/full/562ad6731180514ef4f237e71b57bc915a8ad083.jpg";"https://assets.lummi.ai/assets/QmSUEt4difLJ5AG8Nb8Hjj8cQ4m57Dp4BvinrEvHyRDm8P?auto=format&w=1500"
"Thanksgiving";"Festive Thanksgiving Table Setting";"Thanksgiving/full/d8b2c8f205e5c11d0b32619219b69a2693f05461.jpg";"https://assets.lummi.ai/assets/QmXY8zfHqyzSHmF6iJMQkvjkYyyeaiqm3pe8V9fH4PMZ8q?auto=format&w=1500"
"Thanksgiving";"Autumn Radiance";"Thanksgiving/full/d6e08ea41dd445a3c8c630df08c08e4e1469bd8a.jpg";"https://assets.lummi.ai/assets/QmYTDHp8wLCyG2aegdAbQrkyngBHTd5M1uJKFotqv7AtLc?auto=format&w=1500"
"Thanksgiving";"Hostess Preparing Thanksgiving Feast";"Thanksgiving/full/945d04dc755a5c3d0323a5176c4efa9bd57067c1.jpg";"https://assets.lummi.ai/assets/QmbrovbMy2vVAfywEcQX1XqEXaKxcjRoAbNDxdfaX9p5da?auto=format&w=1500"
"Thanksgiving";"Joyful Redhead Presenting Pumpkin Pie";"Thanksgiving/full/1d33ef17abc84c5ec85535d67425e8649ed6334b.jpg";"https://assets.lummi.ai/assets/QmPvHfhQ1d3m5dQ7PmdmL7NuH6gjtypxKhzKt23ZQuuXPr?auto=format&w=1500"
"Thanksgiving";"Autumnal Abundance: A Festive Thanksgiving Feast";"Thanksgiving/full/db5a827d4f4e9f2511f3088a35550af40f591b5c.jpg";"https://assets.lummi.ai/assets/QmaHxpFLisUqdKKiTi6z5H72rrQuGHcbrJrzeiNAhLCFzp?auto=format&w=1500"
"Thanksgiving";"Elegant Autumnal Feast Table Setting";"Thanksgiving/full/9ca8f905bdfb957bd33673444f37a3179452dc9c.jpg";"https://assets.lummi.ai/assets/QmZBd4N4ryrDd51jm5SMPpXhR274Nzp498p16JJ78qEu6m?auto=format&w=1500"
"Thanksgiving";"Thanksgiving Family Dinner";"Thanksgiving/full/cf94995957157bce29ecc01ac8f67de36e8adf5d.jpg";"https://assets.lummi.ai/assets/Qmc55cVcmuu5BTLnhVAe7jc5s1CmgGYw15k9YaWVcZnqpy?auto=format&w=1500"
"Thanksgiving";"Festive Turkey Sliders";"Thanksgiving/full/bb9093899a296340b0b11a44cc7f53ec631dfca5.jpg";"https://assets.lummi.ai/assets/QmdShK1Xq5vkYww1ueyhxHdPpdRSF1QdHEFxPHsq7DxSkB?auto=format&w=1500"
"Thanksgiving";"Vivid Christmas Wreath on Red";"Thanksgiving/full/87544aea25f9cf82ac399d23812cc1528d0b651e.jpg";"https://assets.lummi.ai/assets/QmYCqdRkzocDq4g6BFgJQnc14By9e4FxQPGi5jcn9myU8R?auto=format&w=1500"
"People";"Woman at Creative Workspace";"People/full/c976a10afcfe873cf5b8563215fd271605d0712b.jpg";"https://assets.lummi.ai/assets/QmRcSa3WG4rn4FzaiJYSbVJ8pTZnZbcVKbfmuhJKbXkvXP?auto=format&w=1500"
"People";"Confident Man in Suit";"People/full/2f4a546f22db97d7c58bc0bc3b120fb68e775007.jpg";"https://assets.lummi.ai/assets/QmNxCvtsgYCjgfeqB7KHHhpqJyQ8WopApBjwfCK1T6oVxt?auto=format&w=1500"
"People";"Young Man in Colorful Scarf";"People/full/99f1a77519ef34c05397174d5134076827eb34e9.jpg";"https://assets.lummi.ai/assets/QmWYeTPnrQbbAxv6TTmVAXGA2S1WncqfRS8HV6QnDabsV4?auto=format&w=1500"
"People";"Professional Young Woman Portrait";"People/full/a464cdc039c3e9806399d7f723ac49cc5f19e165.jpg";"https://assets.lummi.ai/assets/QmRvLumCVd6qH4dd1NtbshZX69Bs3Q4Bt2K6vUimReJbEM?auto=format&w=1500"
"People";"Person in Ocean Contemplation";"People/full/5fc8f71b81f40f1b9672b5f5a8f1a5bdb04337f8.jpg";"https://assets.lummi.ai/assets/QmdZKuNWm4BbSkjy8hoMYFzTQi14puk9JhrgBuFLpajYou?auto=format&w=1500"
"People";"Intimate Detachment Illustration";"People/full/4623997948027275bd177aa4dd494cff94c1dc58.jpg";"https://assets.lummi.ai/assets/QmbsygwBKzBgWfnW9urN5eUxA1U75yLUSuob8CVevyXmh9?auto=format&w=1500"
"People";"Contemporary Fashion Portrait";"People/full/f3f36334d397f533f21b137edc738848a9ec539a.jpg";"https://assets.lummi.ai/assets/QmarKCi2FeQiV1J7YPn1DHagyQhbgqzcatvxNUeY255amT?auto=format&w=1500"
"People";"Modern Santa Gaming";"People/full/f9e017574528a4324d655100e33f6a4e86ff9091.jpg";"https://assets.lummi.ai/assets/QmdDvRAPbR7ycKB4bm1EnZDnUDhCmtoCALEwsxgGTQgqij?auto=format&w=1500"
"People";"Sophisticated Fashion Portrait";"People/full/595606339576b7b1c854a008d1c30741414f69d6.jpg";"https://assets.lummi.ai/assets/QmTcib25oWKK6BqHt8KmnaVAHdBPhckvsAETutsKLMDGDX?auto=format&w=1500"
"People";"Enthusiastic Boy in Classroom";"People/full/49e20ba85ffac406c4216340d19d94127ca262d6.jpg";"https://assets.lummi.ai/assets/QmZhb9gGbjPob2YTg34SMKdPvyS4hMvqudhVp8Cex1qhbU?auto=format&w=1500"
"People";"Abstract Collaboration";"People/full/c6f327afe6e864c487e7b11332ad2abfc3134c22.jpg";"https://assets.lummi.ai/assets/QmYvJ85MxWjZmPJZMtMGbAtnnaEt2WmahT88dNvFvBbGbx?auto=format&w=1500"
"People";"Young Man in City";"People/full/4a7e0b1ffc9759b40ec0e57bfeebfdab178cb8ea.jpg";"https://assets.lummi.ai/assets/QmQzmkwjhgPF9UMLXdnbSG3ux3zDvLEaR8FGRsqCgGYiS2?auto=format&w=1500"
